id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
335982,Bangalore,2008-04-18,Brendon McCullum,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,140.0,,Asad Rauf,Rudi Koertzen,0,0,0,0,Royal Challengers Bangalore
335983,Chandigarh,2008-04-19,Michael Hussey,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,,Mark Benson,Suresh Shastri,0,0,0,0,Kings XI Punjab
335984,Delhi,2008-04-19,Farveez Maharoof,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,wickets,9.0,,Aleem Dar,G. A. Pratapkumar,0,0,0,0,Delhi Capitals
335985,Mumbai,2008-04-20,Mark Boucher,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,5.0,,Steve Davis,Daryl Harper,0,0,0,0,Mumbai Indians
335986,Kolkata,2008-04-20,David Hussey,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Kolkata Knight Riders,wickets,5.0,,Billy Bowden,Krishna Hariharan,0,0,0,0,Kolkata Knight Riders
335987,Jaipur,2008-04-21,Shane Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,6.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Rajasthan Royals
335988,Hyderabad,2008-04-22,Virender Sehwag,Rajiv Gandhi International Stadium,0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Delhi Capitals,wickets,9.0,,Ian Howell,Amiesh Saheba,0,0,0,0,Deccan Chargers
335989,Chennai,2008-04-23,Matthew Hayden,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,6.0,,Daryl Harper,G. A. Pratapkumar,0,0,0,0,Chennai Super Kings
335990,Hyderabad,2008-04-24,Yusuf Pathan,Rajiv Gandhi International Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,,Asad Rauf,Mark Benson,0,0,0,0,Deccan Chargers
335991,Chandigarh,2008-04-25,Kumar Sangakkara,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,66.0,,Aleem Dar,Amiesh Saheba,0,0,0,0,Kings XI Punjab
335992,Bangalore,2008-04-26,Shane Watson,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,,Mark Benson,Ian Howell,0,0,0,0,Royal Challengers Bangalore
335993,Chennai,2008-04-26,Jacob Oram,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9.0,,Billy Bowden,Arani Jayaprakash,0,0,0,0,Chennai Super Kings
335994,Mumbai,2008-04-27,Adam Gilchrist,Dr DY Patil Sports Academy,0,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,10.0,,Asad Rauf,Suresh Shastri,0,0,0,0,Mumbai Indians
335995,Chandigarh,2008-04-27,Simon Katich,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,bat,Kings XI Punjab,wickets,4.0,,Rudi Koertzen,Ivaturi Shivram,0,0,0,0,Kings XI Punjab
335996,Bangalore,2008-04-28,Mahendra Singh Dhoni,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,13.0,,Billy Doctrove,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
335997,Kolkata,2008-04-29,Sanath Jayasuriya,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7.0,,Billy Bowden,Arani Jayaprakash,0,0,0,0,Kolkata Knight Riders
335998,Delhi,2008-04-30,Glenn McGrath,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,runs,10.0,,Aleem Dar,Ivaturi Shivram,0,0,0,0,Delhi Capitals
335999,Hyderabad,2008-05-01,Shaun Marsh,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,,Billy Doctrove,Russell Tiffin,0,0,0,0,Deccan Chargers
336000,Jaipur,2008-05-01,Swapnil Asnodkar,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,,Rudi Koertzen,G. A. Pratapkumar,0,0,0,0,Rajasthan Royals
336001,Chennai,2008-05-02,Virender Sehwag,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,8.0,,Billy Bowden,Krishna Hariharan,0,0,0,0,Chennai Super Kings
336002,Hyderabad,2008-05-25,Vinay Kumar,Rajiv Gandhi International Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,5.0,,Asad Rauf,Rudi Koertzen,0,0,0,0,Deccan Chargers
336003,Chandigarh,2008-05-03,Irfan Pathan,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kings XI Punjab,runs,9.0,,Daryl Harper,Ivaturi Shivram,0,0,0,0,Kings XI Punjab
336004,Mumbai,2008-05-04,Shaun Pollock,Dr DY Patil Sports Academy,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29.0,,Ian Howell,Rudi Koertzen,0,0,0,0,Mumbai Indians
336005,Jaipur,2008-05-04,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8.0,,Asad Rauf,Arani Jayaprakash,0,0,0,0,Rajasthan Royals
336006,Bangalore,2008-05-05,S Sreesanth,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,,Steve Davis,Billy Doctrove,0,0,0,0,Royal Challengers Bangalore
336007,Chennai,2008-05-06,Adam Gilchrist,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7.0,,Mark Benson,Russell Tiffin,0,0,0,0,Chennai Super Kings
336008,Mumbai,2008-05-07,Ashish Nehra,Dr DY Patil Sports Academy,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,7.0,,Daryl Harper,Rudi Koertzen,0,0,0,0,Mumbai Indians
336009,Delhi,2008-05-08,Mahendra Singh Dhoni,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Delhi Capitals
336010,Kolkata,2008-05-08,Sourav Ganguly,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5.0,,Asad Rauf,Ian Howell,0,0,0,0,Kolkata Knight Riders
336011,Jaipur,2008-05-09,Yusuf Pathan,Sawai Mansingh Stadium,0,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,,Mark Benson,Amiesh Saheba,0,0,0,0,Rajasthan Royals
336012,Bangalore,2008-05-28,Dilhara Fernando,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,,Billy Bowden,Arani Jayaprakash,0,0,0,0,Royal Challengers Bangalore
336013,Chennai,2008-05-10,Lakshmipathy Balaji,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Chennai Super Kings,runs,18.0,,Arani Jayaprakash,Brian Jerling,0,0,0,0,Chennai Super Kings
336014,Hyderabad,2008-05-11,Sourav Ganguly,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,,Ian Howell,Amiesh Saheba,0,0,0,0,Deccan Chargers
336015,Jaipur,2008-05-11,Shane Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,,Steve Davis,Rudi Koertzen,0,0,0,0,Rajasthan Royals
336016,Chandigarh,2008-05-12,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,9.0,,Billy Doctrove,Ivaturi Shivram,0,0,0,0,Kings XI Punjab
336017,Kolkata,2008-05-13,Shoaib Akhtar,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,,Asad Rauf,Ian Howell,0,0,0,0,Kolkata Knight Riders
336018,Mumbai,2008-05-14,Sanath Jayasuriya,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,9.0,,Billy Doctrove,Amiesh Saheba,0,0,0,0,Mumbai Indians
336019,Chandigarh,2008-05-28,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,41.0,,Steve Davis,Krishna Hariharan,0,0,0,0,Kings XI Punjab
336020,Delhi,2008-05-15,Amit Mishra,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Delhi Capitals,runs,12.0,,Brian Jerling,G. A. Pratapkumar,0,0,0,0,Delhi Capitals
336021,Mumbai,2008-05-16,Shaun Pollock,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,8.0,,Billy Doctrove,Daryl Harper,0,0,0,0,Mumbai Indians
336022,Delhi,2008-05-17,Mahela Jayawardene,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,runs,6.0,D/L,Arani Jayaprakash,Rudi Koertzen,0,0,0,0,Delhi Capitals
336023,Jaipur,2008-05-17,Graeme Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,runs,65.0,,Billy Bowden,Suresh Shastri,0,0,0,0,Rajasthan Royals
336024,Hyderabad,2008-05-18,Dwayne Bravo,Rajiv Gandhi International Stadium,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,25.0,,Billy Doctrove,Daryl Harper,0,0,0,0,Deccan Chargers
336025,Kolkata,2008-05-18,Makhaya Ntini,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,runs,3.0,D/L,Asad Rauf,Krishna Hariharan,0,0,0,0,Kolkata Knight Riders
336026,Bangalore,2008-05-19,Shreevats Goswami,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5.0,,Steve Davis,G. A. Pratapkumar,0,0,0,0,Royal Challengers Bangalore
336027,Kolkata,2008-05-20,Yusuf Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,,Brian Jerling,Rudi Koertzen,0,0,0,0,Kolkata Knight Riders
336028,Mumbai,2008-05-21,Shaun Marsh,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,1.0,,Billy Bowden,G. A. Pratapkumar,0,0,0,0,Mumbai Indians
336029,Chennai,2008-05-21,Anil Kumble,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,14.0,,Daryl Harper,Ivaturi Shivram,0,0,0,0,Chennai Super Kings
336031,Chandigarh,2008-05-23,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,,Asad Rauf,Steve Davis,0,0,0,0,Kings XI Punjab
336032,Delhi,2008-05-24,Dinesh Karthik,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,wickets,5.0,,Billy Bowden,Krishna Hariharan,0,0,0,0,Delhi Capitals
336033,Chennai,2008-05-24,Albie Morkel,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,10.0,,Daryl Harper,Suresh Shastri,0,0,0,0,Chennai Super Kings
336034,Bangalore,2008-05-03,Praveen Kumar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Royal Challengers Bangalore,runs,3.0,,Billy Doctrove,Suresh Shastri,0,0,0,0,Royal Challengers Bangalore
336035,Kolkata,2008-05-25,Umar Gul,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,3.0,,Steve Davis,Ivaturi Shivram,0,0,0,0,Kolkata Knight Riders
336036,Jaipur,2008-05-26,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,,Billy Bowden,Krishna Hariharan,0,0,0,0,Rajasthan Royals
336037,Hyderabad,2008-05-27,Suresh Raina,Rajiv Gandhi International Stadium,0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,wickets,7.0,,Brian Jerling,Amiesh Saheba,0,0,0,0,Deccan Chargers
336038,Mumbai,2008-05-30,Shane Watson,Wankhede Stadium,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,runs,105.0,,Billy Bowden,Rudi Koertzen,1,0,1,0,
336039,Mumbai,2008-05-31,Makhaya Ntini,Wankhede Stadium,1,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Chennai Super Kings,wickets,9.0,,Asad Rauf,Daryl Harper,1,0,1,0,
336040,Mumbai,2008-06-01,Yusuf Pathan,Dr DY Patil Sports Academy,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,,Billy Bowden,Rudi Koertzen,1,0,0,1,
392181,Cape Town,2009-04-18,Sachin Tendulkar,Newlands Cricket Ground,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,runs,19.0,,Billy Doctrove,Krishna Hariharan,0,0,0,0,
392182,Cape Town,2009-04-18,Rahul Dravid,Newlands Cricket Ground,1,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,75.0,,Billy Doctrove,Russell Tiffin,0,0,0,0,
392183,Cape Town,2009-04-19,Daniel Vettori,Newlands Cricket Ground,1,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Delhi Capitals,wickets,10.0,D/L,Mark Benson,Shashank Ranade,0,0,0,0,
392184,Cape Town,2009-04-19,RP Singh,Newlands Cricket Ground,1,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Deccan Chargers,wickets,8.0,,Mark Benson,Billy Doctrove,0,0,0,0,
392185,Port Elizabeth,2009-04-20,Muttiah Muralitharan,St George's Park,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,92.0,,Brian Jerling,Simon Taufel,0,0,0,0,
392186,Durban,2009-04-21,Chris Gayle,Hollywoodbets Kingsmead Stadium,1,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,runs,11.0,D/L,Daryl Harper,Shashank Ranade,0,0,0,0,
392188,Cape Town,2009-04-22,Adam Gilchrist,Newlands Cricket Ground,1,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,24.0,,Marais Erasmus,Amiesh Saheba,0,0,0,0,
392189,Durban,2009-04-23,AB de Villiers,Hollywoodbets Kingsmead Stadium,1,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,9.0,,Billy Doctrove,Simon Taufel,0,0,0,0,
392190,Cape Town,2009-04-23,Yusuf Pathan,Newlands Cricket Ground,1,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,tie,,,Mark Benson,Marais Erasmus,0,0,0,0,
392191,Durban,2009-04-24,Ravi Bopara,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,7.0,,Billy Doctrove,Tyron Wijewardene,0,0,0,0,
392192,Durban,2009-04-25,Pragyan Ojha,Hollywoodbets Kingsmead Stadium,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,12.0,,Kumar Dharmasena,Simon Taufel,0,0,0,0,
392194,Port Elizabeth,2009-04-26,Tillakaratne Dilshan,St George's Park,1,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,wickets,6.0,,Sudhir Asnani,Brian Jerling,0,0,0,0,
392195,Cape Town,2009-04-26,Kumar Sangakkara,Newlands Cricket Ground,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab,runs,27.0,,Marais Erasmus,Krishna Hariharan,0,0,0,0,
392196,Durban,2009-04-27,Herschelle Gibbs,Hollywoodbets Kingsmead Stadium,1,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,,Ian Howell,Tyron Wijewardene,0,0,0,0,
392197,Port Elizabeth,2009-04-27,Sachin Tendulkar,St George's Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,,Brian Jerling,Russell Tiffin,0,0,0,0,
392198,Centurion,2009-04-28,Yusuf Pathan,SuperSport Park,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Rajasthan Royals,wickets,5.0,,Gary Baxter,Rudi Koertzen,0,0,0,0,
392199,Durban,2009-04-29,Mark Boucher,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bangalore,wickets,5.0,,Mark Benson,Tyron Wijewardene,0,0,0,0,
392200,Durban,2009-04-29,Kumar Sangakkara,Hollywoodbets Kingsmead Stadium,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kings XI Punjab,runs,3.0,,Mark Benson,Suresh Shastri,0,0,0,0,
392201,Centurion,2009-04-30,Dirk Nannes,SuperSport Park,1,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,,Gary Baxter,Amiesh Saheba,0,0,0,0,
392202,Centurion,2009-04-30,Suresh Raina,SuperSport Park,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,38.0,,Gary Baxter,Rudi Koertzen,0,0,0,0,
392203,East London,2009-05-01,JP Duminy,Buffalo Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,,Marais Erasmus,Shavir Tarapore,0,0,0,0,
392204,Durban,2009-05-01,Yuvraj Singh,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,8.0,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,
392205,Port Elizabeth,2009-05-02,Yusuf Pathan,St George's Park,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,3.0,,Sudhir Asnani,Brian Jerling,0,0,0,0,
392206,Johannesburg,2009-05-02,Shadab Jakati,The Wanderers Stadium,1,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,18.0,,Daryl Harper,Rudi Koertzen,0,0,0,0,
392207,Port Elizabeth,2009-05-03,Mahela Jayawardene,St George's Park,1,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kings XI Punjab,wickets,6.0,,Sudhir Asnani,Mark Benson,0,0,0,0,
392208,Johannesburg,2009-05-03,Jacques Kallis,The Wanderers Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,9.0,,Rudi Koertzen,Tyron Wijewardene,0,0,0,0,
392209,East London,2009-05-04,Mahendra Singh Dhoni,Buffalo Park,1,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,78.0,,Billy Doctrove,Marais Erasmus,0,0,0,0,
392210,Durban,2009-05-05,Graeme Smith,Hollywoodbets Kingsmead Stadium,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,78.0,,Sanjay Hazare,Ian Howell,0,0,0,0,
392211,Durban,2009-05-05,Gautam Gambhir,Hollywoodbets Kingsmead Stadium,1,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,wickets,9.0,,Gary Baxter,Ian Howell,0,0,0,0,
392212,Centurion,2009-05-06,Rohit Sharma,SuperSport Park,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,19.0,,Mark Benson,Kumar Dharmasena,0,0,0,0,
392213,Centurion,2009-05-07,Anureet Singh,SuperSport Park,1,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,,Krishna Hariharan,Daryl Harper,0,0,0,0,
392214,Centurion,2009-05-07,Matthew Hayden,SuperSport Park,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,12.0,D/L,Daryl Harper,Tyron Wijewardene,0,0,0,0,
392215,East London,2009-05-08,Ashish Nehra,Buffalo Park,1,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,7.0,,Marais Erasmus,Shavir Tarapore,0,0,0,0,
392216,Kimberley,2009-05-09,Mahela Jayawardene,De Beers Diamond Oval,1,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,3.0,,Gary Baxter,Amiesh Saheba,0,0,0,0,
392217,Kimberley,2009-05-09,Subramaniam Badrinath,De Beers Diamond Oval,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,,Gary Baxter,Kumar Dharmasena,0,0,0,0,
392218,Port Elizabeth,2009-05-10,JP Duminy,St George's Park,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,16.0,,Billy Doctrove,Brian Jerling,0,0,0,0,
392219,Johannesburg,2009-05-10,Amit Mishra,The Wanderers Stadium,1,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,wickets,7.0,,Suresh Shastri,Russell Tiffin,0,0,0,0,
392220,Kimberley,2009-05-11,Dwayne Smith,De Beers Diamond Oval,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,runs,53.0,,Gary Baxter,Kumar Dharmasena,0,0,0,0,
392221,Centurion,2009-05-12,Ross Taylor,SuperSport Park,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6.0,,Marais Erasmus,Sanjay Hazare,0,0,0,0,
392222,Centurion,2009-05-12,Harbhajan Singh,SuperSport Park,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,8.0,,Sanjay Hazare,Rudi Koertzen,0,0,0,0,
392223,Durban,2009-05-13,Rajat Bhatia,Hollywoodbets Kingsmead Stadium,1,Deccan Chargers,Delhi Capitals,Deccan Chargers,field,Delhi Capitals,runs,12.0,,Daryl Harper,Suresh Shastri,0,0,0,0,
392224,Durban,2009-05-14,Ross Taylor,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bangalore,wickets,2.0,,Billy Doctrove,Daryl Harper,0,0,0,0,
392225,Durban,2009-05-14,Shane Warne,Hollywoodbets Kingsmead Stadium,1,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2.0,,Billy Doctrove,Daryl Harper,0,0,0,0,
392226,Bloemfontein,2009-05-15,Brett Lee,Mangaung Oval,1,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,,Kumar Dharmasena,Ian Howell,0,0,0,0,
392227,Port Elizabeth,2009-05-16,Matthew Hayden,St George's Park,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7.0,,Shavir Tarapore,Simon Taufel,0,0,0,0,
392228,Johannesburg,2009-05-16,Rohit Sharma,The Wanderers Stadium,1,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Deccan Chargers,wickets,6.0,,Rudi Koertzen,Sundaram Ravi,0,0,0,0,
392229,Johannesburg,2009-05-17,Yuvraj Singh,The Wanderers Stadium,1,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,1.0,,Sundaram Ravi,Russell Tiffin,0,0,0,0,
392230,Bloemfontein,2009-05-17,AB de Villiers,Mangaung Oval,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,14.0,,Sanjay Hazare,Ian Howell,0,0,0,0,
392231,Centurion,2009-05-18,Brad Hodge,SuperSport Park,1,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,7.0,,Simon Taufel,Russell Tiffin,0,0,0,0,
392232,Johannesburg,2009-05-19,Jacques Kallis,The Wanderers Stadium,1,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,Royal Challengers Bangalore,wickets,7.0,,Ian Howell,Russell Tiffin,0,0,0,0,
392233,Durban,2009-05-20,Laxmi Shukla,Hollywoodbets Kingsmead Stadium,1,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,,Brian Jerling,Simon Taufel,0,0,0,0,
392234,Durban,2009-05-20,Muttiah Muralitharan,Hollywoodbets Kingsmead Stadium,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,,Brian Jerling,Simon Taufel,0,0,0,0,
392235,Centurion,2009-05-21,Virender Sehwag,SuperSport Park,1,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,wickets,4.0,,Ian Howell,Sundaram Ravi,0,0,0,0,
392236,Centurion,2009-05-21,Manish Pandey,SuperSport Park,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,12.0,,Ian Howell,Sundaram Ravi,0,0,0,0,
